Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
57693262,Cleopatra and Frankenstein,Coco Mellors,"Mellors, Coco",,"=""1635576814""","=""9781635576818""",0,3.70,Bloomsbury Publishing,Paperback,368,2022,2022,,2023/08/31,to-read,to-read (#34),to-read,,,,0,0
775346,The Little Friend,Donna Tartt,"Tartt, Donna",,"=""1400031699""","=""9781400031696""",0,3.48,Vintage,Audible Audio,624,2003,2002,,2023/08/30,to-read,to-read (#33),to-read,,,,0,0
24726,Water Music,T. Coraghessan Boyle,"Boyle, T. Coraghessan",James R. Kincaid,"=""0140065504""","=""9780140065503""",4,4.19,Penguin Books,Paperback,437,2006,1981,2023/08/29,2023/08/22,,,read,,,,1,0
10956,The Virgin Suicides,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0747560595""","=""9780747560593""",0,3.78,Bloomsbury Paperbacks,Paperback,250,2002,1993,,2023/08/22,to-read,to-read (#32),to-read,,,,0,0
60194162,Demon Copperhead,Barbara Kingsolver,"Kingsolver, Barbara",,"=""""","=""""",0,4.47,Harper,Hardcover,560,2022,2022,,2023/08/22,to-read,to-read (#31),to-read,,,,0,0
15823480,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","Bruno Goetz, Aylmer Maude, Louise Maude, Dieter Wellershoff, Lev Tolstoj, Léon Tolstoï","=""0345803922""","=""9780345803924""",0,4.10,Vintage,Paperback,964,2012,1878,,2023/08/19,to-read,to-read (#30),to-read,,,,0,0
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,"=""""","=""9780385534635""",0,4.00,Doubleday,Hardcover,506,2011,2011,,2023/08/19,to-read,to-read (#29),to-read,,,,0,0
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0375704027""","=""9780375704024""",0,4.00,Vintage Books,Paperback,296,2000,1987,,2023/08/19,to-read,to-read (#28),to-read,,,,0,0
2156,Persuasion,Jane Austen,"Austen, Jane","James Kinsley, Deidre Shauna Lynch","=""0192802631""","=""9780192802637""",4,4.15,Oxford University Press,Paperback,249,2004,1817,2023/08/19,2023/08/08,,,read,,,,1,0
44279110,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""0525522131""","=""9780525522133""",1,3.61,Penguin Books,Paperback,289,2019,2018,2023/06/01,2023/06/19,,,read,,true,,1,0
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Diana Lewis Burgin, Katherine Tiernan O'Connor, Ellendea Proffer, Hans Fronius, Михаил Афанасьевич Булгаков","=""0679760806""","=""9780679760801""",0,4.28,Vintage International,Paperback,372,1996,1967,,2023/08/15,to-read,to-read (#27),to-read,,,,0,0
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",0,3.87,Penguin,Paperback,368,1995,1955,,2023/08/15,to-read,to-read (#26),to-read,,,,0,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",5,4.22,Bloomsbury,Hardcover,272,2020,2020,2023/08/13,2023/08/08,,,read,,,,1,0
61439040,1984,George Orwell,"Orwell, George",Thomas Pynchon,"=""0452284236""","=""9780452284234""",4,4.20,Plume,Paperback,368,2022,1949,2023/08/10,2023/08/08,,,read,,,,1,0
1953,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",Richard Maxwell,"=""0141439602""","=""9780141439600""",0,3.88,Penguin Books,Paperback,489,2003,1859,,2023/08/08,to-read,to-read (#25),to-read,,,,0,0
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""1400078776""","=""9781400078776""",0,3.85,Vintage Books ,Paperback,288,2010,2005,,2023/08/03,to-read,to-read (#24),to-read,,,,0,0
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",0,4.16,Penguin,Paperback,532,2003,1846,,2023/08/03,to-read,to-read (#23),to-read,,,,0,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",0,4.13,Random House: Modern Library,Paperback,272,2004,1890,,2023/08/03,to-read,to-read (#22),to-read,,,,0,0
20613582,10:04,Ben Lerner,"Lerner, Ben",,"=""0865478104""","=""9780865478107""",4,3.77,"Farrar, Straus and Giroux",Hardcover,256,2014,2014,2023/01/01,2023/03/09,,,read,,,,1,0
15796700,Americanah,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",Jashar Awan,"=""""","=""""",4,4.31,Alfred A. Knopf,Hardcover,477,2013,2013,2023/05/01,2022/08/24,,,read,,,,1,0
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""0571268862""","=""9780571268863""",0,4.05,Harper Perennial Modern Classics,Paperback,294,2006,1963,,2023/08/03,to-read,to-read (#21),to-read,,,,0,0
17607,All About Love: New Visions,bell hooks,"hooks, bell",,"=""0688168442""","=""9780688168445""",5,4.02,William Morrow,Hardcover,240,1999,1999,,2022/12/06,favorites,favorites (#2),read,,,,1,0
58386758,Checkout 19,Claire-Louise Bennett,"Bennett, Claire-Louise",,"=""0593420497""","=""9780593420492""",5,3.16,Riverhead Books,Hardcover,288,2022,2021,2023/03/01,2023/04/18,favorites,favorites (#1),read,,,,1,0
26827125,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""""","=""""",0,4.34,Anchor,Paperback,541,2007,2006,,2023/08/02,to-read,to-read (#20),to-read,,,,0,0
41817486,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,"=""0393341763""","=""9780393341768""",0,4.00,W. W. Norton & Company,Paperback,240,2019,1962,,2023/08/02,to-read,to-read (#19),to-read,,,,0,0
38458438,The Houseguest and Other Stories,Amparo Dávila,"Dávila, Amparo","Matthew Gleeson, Audrey Harris","=""0811228215""","=""9780811228213""",0,3.62,New Directions,Paperback,122,2018,2018,,2023/08/02,to-read,to-read (#18),to-read,,,,0,0
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219117""","=""9780735219113""",3,4.37,G.P. Putnam’s Sons,ebook,384,2018,2018,2022/01/01,2022/05/15,,,read,,,,1,0
6579066,Stoning Mary,debbie tucker green,"green, debbie tucker",,"=""1854598562""","=""9781854598561""",0,3.05,Nick Hern Books,Paperback,73,2005,2005,2022/04/01,2022/05/16,,,read,,,,1,0
17716,Waiting for Godot,Samuel Beckett,"Beckett, Samuel",,"=""""","=""""",0,3.84,Grove,Paperback,109,2011,1951,2022/04/01,2022/05/16,,,read,,,,1,0
92303,The Importance of Being Earnest,Oscar Wilde,"Wilde, Oscar",,"=""158049580X""","=""9781580495806""",0,4.17,Prestwick House,Paperback,89,2005,1895,2022/03/01,2022/05/16,,,read,,,,1,0
1433935,The Tragedy of Mariam,Elizabeth Cary,"Cary, Elizabeth",,"=""1551110431""","=""9781551110431""",0,3.16,Broadview Press,Paperback,194,2000,1613,2022/01/01,2022/05/16,,,read,,,,1,0
