Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
41015217,Proust Was a Neuroscientist,Jonah Lehrer,"Lehrer, Jonah",,"=""0547394284""","=""9780547394282""",0,3.85,Mariner Books,Kindle Edition,256,2018,2007,,2025/07/08,to-read,to-read (#279),to-read,,,,0,0
4770925,An Oresteia,Anne Carson,"Carson, Anne","Aeschylus, Euripides, Sophocles","=""086547902X""","=""9780865479029""",0,4.38,"Farrar, Straus and Giroux",Hardcover,272,2009,2009,,2025/07/04,to-read,to-read (#278),to-read,,,,0,0
14265,Under the Glacier,Halldór Laxness,"Laxness, Halldór",Magnus Magnusson,"=""1400034418""","=""9781400034413""",0,3.54,Vintage,Paperback,240,2005,1968,,2025/07/04,to-read,to-read (#277),to-read,,,,0,0
61340200,This Is Not Miami,Fernanda Melchor,"Melchor, Fernanda",Sophie Hughes,"=""0811228053""","=""9780811228053""",4,4.14,New Directions,Paperback,160,2023,2013,2025/07/03,2024/01/07,,,read,,,,1,0
203200544,Perfection,Vincenzo Latronico,"Latronico, Vincenzo",Sophie Hughes,"=""1804271055""","=""9781804271056""",0,3.69,Fitzcarraldo Editions,Kindle Edition,112,2025,2022,,2025/07/03,"to-read, urgent-tbr","to-read (#276), urgent-tbr (#3)",to-read,,,,0,0
210678433,Reservoir Bitches,Dahlia de la Cerda,"Cerda, Dahlia de la","Julia Sanches, Heather Cleary","=""1761385992""","=""9781761385995""",0,4.20,Scribe,Kindle Edition,160,2024,2019,,2025/07/03,to-read,to-read (#275),to-read,,,,0,0
23597544,Landmarks,Robert Macfarlane,"Macfarlane, Robert",,"=""""","=""""",0,4.23,Hamish Hamilton,Hardcover,387,2015,2015,,2025/07/02,to-read,to-read (#274),to-read,,,,0,0
50489364,The Light Ages: The Surprising Story of Medieval Science,Seb Falk,"Falk, Seb",,"=""132400293X""","=""9781324002932""",0,3.67,W. W. Norton & Company,Hardcover,392,2020,2020,,2025/06/30,to-read,to-read (#273),to-read,,,,0,0
35783553,The Experience of Pain,Carlo Emilio Gadda,"Gadda, Carlo Emilio",,"=""""","=""""",0,3.84,Penguin,Kindle Edition,238,2017,1963,,2025/06/29,to-read,to-read (#272),to-read,,,,0,0
25329997,"Cry, Heart, But Never Break",Glenn Ringtved,"Ringtved, Glenn","Charlotte  Pardi, Robert  Moulthrop","=""1592701876""","=""9781592701872""",0,4.40,Enchanted Lion Books,Hardcover,30,2016,2001,2025/06/28,2025/06/29,,,read,,,,1,0
10519,Art and Beauty in the Middle Ages,Umberto Eco,"Eco, Umberto",Hugh Bredin,"=""0300093047""","=""9780300093049""",0,3.97,Yale University Press,Paperback,144,2002,1987,,2025/06/24,to-read,to-read (#271),to-read,,,,0,0
46041168,Hurricane Season,Fernanda Melchor,"Melchor, Fernanda",Sophie Hughes,"=""0811228037""","=""9780811228039""",5,4.05,New Directions,Hardcover,224,2020,2017,2025/05/05,2025/04/07,,,read,,,,1,0
625094,The Leopard,Giuseppe Tomasi di Lampedusa,"Lampedusa, Giuseppe Tomasi di",Archibald Colquhoun,"=""0679731210""","=""9780679731214""",3,4.01,Pantheon,Paperback,319,1991,1958,2025/06/20,2025/06/08,,,read,,,,1,0
126985,All That Is Solid Melts Into Air: The Experience of Modernity,Marshall Berman,"Berman, Marshall",,"=""""","=""""",0,4.30,Penguin Books Ltd,Paperback,400,1988,1981,,2025/06/20,to-read,to-read (#270),to-read,,,,0,0
640114,The Convent of Pleasure: A Comedy,Margaret Cavendish,"Cavendish, Margaret",,"=""0952553600""","=""9780952553601""",0,3.59,Seventeenth Century Press,Paperback,41,1995,1995,,2025/06/19,to-read,to-read (#269),to-read,,,,0,0
53054943,The Jakarta Method: Washington's Anticommunist Crusade and the Mass Murder Program that Shaped Our World,Vincent Bevins,"Bevins, Vincent",,"=""1541742400""","=""9781541742406""",0,4.61,PublicAffairs,Hardcover,320,2020,2020,,2025/06/15,"to-read, non-fiction","to-read (#268), non-fiction (#1)",to-read,,,,0,0
226378,A Hero of Our Time,Mikhail Lermontov,"Lermontov, Mikhail",Paul Foote,"=""014044176X""","=""9780140441765""",0,4.11,Penguin Classics,Paperback,185,1966,1839,,2025/06/14,to-read,to-read (#267),to-read,,,,0,0
231128505,Everyone Flows: A Process Philosophy of Human Life,John Dupré,"Dupré, John",,"=""0198941854""","=""9780198941859""",0,0.0,OUP Oxford,Kindle Edition,201,2025,,,2025/06/13,to-read,to-read (#266),to-read,,,,0,0
14828896,Processes of Life: Essays in the Philosophy of Biology,John Dupré,"Dupré, John",,"=""0199691983""","=""9780199691982""",0,4.00,Oxford University Press,Hardcover,362,2012,2012,,2025/06/13,to-read,to-read (#265),to-read,,,,0,0
31572348,Distant Light,Antonio Moresco,"Moresco, Antonio",Richard Dixon,"=""091467143X""","=""9780914671435""",3,3.66,Archipelago,Kindle Edition,140,2016,2013,2025/05/28,2025/05/20,,,read,,,,1,0
38787,Pedro Páramo,Juan Rulfo,"Rulfo, Juan","Susan Sontag, Margaret Sayers Peden","=""0802133908""","=""9780802133908""",3,4.06,Grove Press,Paperback,128,1994,1955,2025/05/20,2025/03/19,,,read,,,,1,0
9593,Galápagos,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333870""","=""9780385333870""",0,3.87,Dial Press Trade Paperback,Paperback,324,1999,1985,,2025/06/09,to-read,to-read (#263),to-read,,,,0,0
18802507,Stuff I've Been Reading,Nick Hornby,"Hornby, Nick",,"=""0241003334""","=""9780241003336""",0,3.62,Viking,Paperback,272,2013,2013,,2025/06/08,to-read,to-read (#262),to-read,,,,0,0
57962162,The Metaphysics of Biology,John Dupré,"Dupré, John",,"=""1009024299""","=""9781009024297""",0,3.90,Cambridge University Press,ebook,77,2021,,,2025/06/05,to-read,to-read (#261),to-read,,,,0,0
166997,Stoner,John  Williams,"Williams, John",John McGahern,"=""1590171993""","=""9781590171998""",5,4.35,New York Review Books,Paperback,292,2006,1965,2025/06/04,2024/11/07,,,read,,,,1,0
2114898,Life's Grandeur: The Spread of Excellence from Plato to Darwin,Stephen Jay Gould,"Gould, Stephen Jay",,"=""0224041320""","=""9780224041324""",0,3.96,Jonathan Cape,Hardcover,244,1996,1996,,2025/05/30,currently-reading,currently-reading (#1),currently-reading,,,,1,0
849948,Hadrian the Seventh,Frederick Rolfe,"Rolfe, Frederick",Alexander Theroux,"=""0940322625""","=""9780940322622""",0,3.46,NYRB Classics,Paperback,424,2001,1904,,2025/05/29,to-read,to-read (#260),to-read,,,,0,0
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","Roberto González Echevarría, John Rutherford","=""""","=""""",0,3.91,Penguin Books,Paperback,1023,2003,1615,,2021/04/30,"to-read, shame","to-read (#3), shame (#4)",to-read,,,,0,0
153747,"Moby-Dick or, The Whale",Herman Melville,"Melville, Herman","Andrew Delbanco, Tom Quirk","=""0142437247""","=""9780142437247""",0,3.56,Penguin Classics ,Paperback,720,2003,1851,,2022/01/01,"to-read, shame","to-read (#55), shame (#3)",to-read,,,,0,0
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Diana Lewis Burgin, Katherine Tiernan O'Connor, Ellendea Proffer, Hans Fronius, Михаил Афанасьевич Булгаков","=""0679760806""","=""9780679760801""",0,4.28,Vintage International,Paperback,372,1996,1967,,2021/05/04,"to-read, shame","to-read (#10), shame (#2)",to-read,,,,0,0
35031085,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Charlotte Gordon,"=""0143131842""","=""9780143131847""",0,3.89,Penguin Classics,Paperback,260,2018,1818,,2025/05/28,"to-read, shame","to-read (#259), shame (#1)",to-read,,,,0,0
354364,The Princesse de Clèves,Madame de La Fayette,"Fayette, Madame de La",Terence Cave,"=""0192837265""","=""9780192837264""",0,3.35,Oxford University Press,Paperback,288,1999,1678,,2025/05/20,to-read,to-read (#258),to-read,,,,0,0
59839903,The Medici,Mary  Hollingsworth,"Hollingsworth, Mary",,"=""""","=""9781786691514""",0,3.81, Head of Zeus,ebook,665,2017,2017,,2025/05/19,to-read,to-read (#257),to-read,,,,0,0
145514033,Summer Fishing in Lapland,Juhani Karila,"Karila, Juhani",Lola Rogers,"=""178227894X""","=""9781782278948""",0,4.33,Pushkin Press,Kindle Edition,352,2023,2019,,2025/05/19,to-read,to-read (#256),to-read,,,,0,0
27826456,Solenoid,Mircea Cărtărescu,"Cărtărescu, Mircea",,"=""9735050595""","=""9789735050597""",0,4.25,Humanitas,Paperback,840,2015,2015,,2025/05/14,to-read,to-read (#255),to-read,,,,0,0
95558,Solaris,Stanisław Lem,"Lem, Stanisław","Steve Cox, Joanna Kilmartin","=""""","=""""",0,3.99,Harcourt,Paperback,204,2002,1961,,2025/05/12,to-read,to-read (#254),to-read,,,,0,0
61111034,Our Share of Night,Mariana Enríquez,"Enríquez, Mariana","Megan McDowell, Pablo Gerardo Camacho","=""0451495144""","=""9780451495143""",0,4.26,Hogarth,Hardcover,588,2023,2019,,2024/09/22,"pause, to-read","pause (#1), to-read (#253)",to-read,,,,1,0
25614601,Sudden Death,Álvaro Enrigue,"Enrigue, Álvaro",Natasha Wimmer,"=""1594633460""","=""9781594633461""",0,3.76,Riverhead Books,Hardcover,264,2016,2013,,2025/04/07,"to-read, urgent-tbr","to-read (#248), urgent-tbr (#2)",to-read,,,,0,0
7745,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Hunter S. Thompson,"Thompson, Hunter S.",Ralph Steadman,"=""0679785892""","=""9780679785897""",0,4.07,Vintage Books,Paperback,204,1998,1971,,2025/05/03,to-read,to-read (#252),to-read,,,,0,0
172979818,The Extinction of Irena Rey,Jennifer  Croft,"Croft, Jennifer",,"=""1639731709""","=""9781639731701""",0,3.19,Bloomsbury Publishing,Hardcover,320,2024,2024,,2025/04/19,to-read,to-read (#251),to-read,,,,0,0
784518,Captain Pantoja and the Special Service,Mario Vargas Llosa,"Llosa, Mario Vargas","Ronald Christ, Gregory Kolovakos","=""0374522367""","=""9780374522360""",0,3.97,"Farrar, Straus and Giroux",Paperback,243,1990,1973,,2025/04/16,to-read,to-read (#250),to-read,,,,0,0
17614822,The Man with the Compound Eyes,Wu Ming-Yi,"Ming-Yi, Wu",Darryl Sterk,"=""1448130905""","=""9781448130900""",0,3.84,Vintage Digital,Kindle Edition,304,2013,2011,,2025/04/12,to-read,to-read (#249),to-read,,,,0,0
37004370,The Memory Police,Yōko Ogawa,"Ogawa, Yōko",Stephen    Snyder,"=""1101870605""","=""9781101870600""",0,3.71,Pantheon,Hardcover,274,2019,1994,,2025/04/06,to-read,to-read (#247),to-read,,,,0,0
77160,"Across the Nightingale Floor (Tales of the Otori, #1)",Lian Hearn,"Hearn, Lian",,"=""1573223328""","=""9781573223324""",0,4.06,Riverhead Books,Paperback,305,2002,2002,,2025/04/05,to-read,to-read (#246),to-read,,,,0,0
32949857,T'ta Professor (PB),Manohar Shyam Joshi,"Joshi, Manohar Shyam",,"=""0143068393""","=""9780143068396""",0,3.61,Penguin Random House India,Paperback,144,2009,2006,,2025/04/04,"to-read, urgent-tbr","to-read (#244), urgent-tbr (#1)",to-read,,,,0,0
127938747,You Dreamed of Empires,Álvaro Enrigue,"Enrigue, Álvaro",Natasha Wimmer,"=""059354479X""","=""9780593544792""",4,3.76,Riverhead,Hardcover,220,2024,2022,2025/04/01,2025/03/30,,,read,"Maturing is realising that you don’t need to know whether the authors narrative mirrored Moctezuma’s character or if Moctezuma was simply a reflection of the unpredictable narrative. Much like the emperor himself, this book doesn’t take itself too seriously. This fact makes glimpses into the author’s deep knowledge of and admiration for this period in Mesoamerican history so exciting. Similarly, the experience of the emperor’s whimsy being fragmented by his strategic expertise and cruelty feels like a protest against stereotypical and often imported ideas of authority and respect.",,,1,0
163256,Pornography: Men Possessing Women,Andrea Dworkin,"Dworkin, Andrea",,"=""0452267935""","=""9780452267930""",0,4.02,Plume,Paperback,336,1991,1981,,2025/04/04,to-read,to-read (#245),to-read,,,,0,0
40164367,The Spirit of Science Fiction,Roberto Bolaño,"Bolaño, Roberto",Natasha Wimmer,"=""0735222851""","=""9780735222854""",0,3.46,Penguin Press,Hardcover,196,2019,2016,,2025/04/01,to-read,to-read (#243),to-read,,,,0,0
35708940,The Enlightenment of the Greengage Tree,Shokoofeh Azar,"Azar, Shokoofeh",Adrien Kijek,"=""098738130X""","=""9780987381309""",0,3.77,Wild Dingo Press,Paperback,268,2017,2017,,2025/04/01,to-read,to-read (#242),to-read,,,,0,0
21535546,Signs Preceding the End of the World,Yuri Herrera,"Herrera, Yuri",Lisa Dillman,"=""1908276428""","=""9781908276421""",0,3.89,And Other Stories,Paperback,114,2015,2009,,2025/04/01,to-read,to-read (#241),to-read,,,,0,0
53260224,White Tears/Brown Scars: How White Feminism Betrays Women of Color,Ruby Hamad,"Hamad, Ruby",,"=""194822674X""","=""9781948226745""",0,4.55,Catapult,Paperback,284,2020,2020,,2025/03/13,to-read,to-read (#240),to-read,,,,0,0
20655934,One Part Woman,Perumal Murugan,"Murugan, Perumal","Aniruddhan Vasudevan, Deepa Samuel","=""0670086517""","=""9780670086511""",0,3.81,Penguin,Hardcover,240,2013,2010,,2025/03/02,to-read,to-read (#239),to-read,,,,0,0
28441,Agapē Agape,William Gaddis,"Gaddis, William","Sven Birkerts, Joseph Tabbi","=""0142437638""","=""9780142437636""",0,3.83,Penguin Classics,Paperback,144,2003,2002,,2025/02/20,to-read,to-read (#238),to-read,,,,0,0
52397,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446675504""","=""9780446675505""",0,4.20,Grand Central Publishing,Paperback,345,2000,1993,,2025/02/16,to-read,to-read (#237),to-read,,,,0,0
80110982,The Devil of the Provinces,Juan Cárdenas,"Cárdenas, Juan",Lizzie Davis,"=""1566896770""","=""9781566896771""",0,3.44,Coffee House Press,Paperback,176,2023,2017,,2025/02/13,to-read,to-read (#236),to-read,,,,0,0
58730650,Emergency,Daisy Hildyard,"Hildyard, Daisy",,"=""1913097811""","=""9781913097813""",0,3.67,Fitzcarraldo Editions,Paperback,224,2022,,,2025/02/03,to-read,to-read (#235),to-read,,,,0,0
62804,Sun & Steel,Yukio Mishima,"Mishima, Yukio",John Bester,"=""4770029039""","=""9784770029034""",0,3.86,Kodansha International,"Paperback, Paper Dust Jacket",108,2003,1968,,2024/12/26,to-read,to-read (#234),to-read,,,,0,0
60811826,I Who Have Never Known Men,Jacqueline Harpman,"Harpman, Jacqueline","Ros Schwartz, Sophie Mackintosh","=""1945492600""","=""9781945492600""",0,4.14,Transit Books,Paperback,184,2022,1995,,2024/12/25,to-read,to-read (#233),to-read,,,,0,0
13529055,Mortality,Christopher Hitchens,"Hitchens, Christopher",,"=""1455502758""","=""9781455502752""",3,4.12,Twelve,Hardcover,104,2012,2012,2024/12/22,2024/12/16,,,read,,,,1,0
762390,The Hour of the Star,Clarice Lispector,"Lispector, Clarice",Giovanni Pontiero,"=""0811211908""","=""9780811211901""",0,4.11,New Directions,Paperback,96,1992,1977,,2024/12/21,to-read,to-read (#232),to-read,,,,0,0
12391521,The Psychopath Test: A Journey Through the Madness Industry,Jon Ronson,"Ronson, Jon",,"=""1594485755""","=""9781594485756""",0,3.95,Riverhead Books,Paperback,275,2012,2011,,2024/12/20,to-read,to-read (#231),to-read,,,,0,0
30551,Why Orwell Matters,Christopher Hitchens,"Hitchens, Christopher",,"=""0465030505""","=""9780465030507""",0,3.95,Basic Books,Paperback,211,2003,2002,,2024/12/16,to-read,to-read (#230),to-read,,,,0,0
38922230,Ghost Wall,Sarah Moss,"Moss, Sarah",,"=""1783784458""","=""9781783784455""",0,3.72,Granta Books,Hardcover,152,2018,2018,,2024/12/10,to-read,to-read (#229),to-read,,,,0,0
54304105,Milk Fed,Melissa Broder,"Broder, Melissa",,"=""1982142499""","=""9781982142490""",0,3.56,Scribner,Hardcover,304,2021,2021,,2024/12/10,to-read,to-read (#228),to-read,,,,0,0
89231,Augustus,John  Williams,"Williams, John",,"=""1400076730""","=""9781400076734""",3,4.25,Vintage,Paperback,336,2004,1972,2024/11/26,2024/10/19,,,read,"I wish I could give the first half of this book five stars. It took full advantage of the books epistolary format to create an inconsistent and underdetermined character sketch. The ever changing style and narrative made me feel like I was watching a chameleon made up of shades of grey taking every form it possible could, never letting me get too comfortable with my perception of the characters and their dynamics. Unfortunately, halfway through the book I felt myself getting more invested in Augustus and his friends. Any accounts by his enemies or competitors felt like they existed to explain what happened rather than to add nuance to the story. This made the second half feel like a normal (well written) story about a roman emperor that just happened to be told through letters and journal entries. That being said I still really enjoyed it and the ending got me pretty emotional.",,,1,0
205064736,Childish Literature,Alejandro Zambra,"Zambra, Alejandro",Megan McDowell,"=""0143138081""","=""9780143138082""",0,4.24,Penguin Books,Paperback,224,2024,2023,,2024/10/26,to-read,to-read (#226),to-read,,,,0,0
666215,How to Be Alone,Jonathan Franzen,"Franzen, Jonathan",,"=""0312422164""","=""9780312422165""",0,3.58,Picador,Paperback,306,2003,2002,,2024/10/21,to-read,to-read (#225),to-read,,,,0,0
36613747,How to Change Your Mind: The New Science of Psychedelics,Michael Pollan,"Pollan, Michael",,"=""0241294223""","=""9780241294222""",2,4.27,ALLEN LANE,Hardcover,480,2018,2018,2024/10/17,2024/07/27,,,read,,,,1,0
48570454,Transcendent Kingdom,Yaa Gyasi,"Gyasi, Yaa",,"=""""","=""""",0,4.10,Knopf,Hardcover,264,2020,2020,,2024/10/07,to-read,to-read (#224),to-read,,,,0,0
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""015603008X""","=""9780156030083""",0,4.23,Harvest Books,Paperback,311,2004,1966,,2024/10/04,to-read,to-read (#223),to-read,,,,0,0
34527,"Feet of Clay (Discworld, #19; City Watch, #3)",Terry Pratchett,"Pratchett, Terry",,"=""0552153257""","=""9780552153256""",5,4.33,Corgi,Paperback,411,2005,1996,2024/09/16,2024/08/29,,,read,,,,1,0
43377,The Trial of Henry Kissinger,Christopher Hitchens,"Hitchens, Christopher",,"=""1859843980""","=""9781859843987""",0,3.96,Verso Books,Paperback,161,2002,2001,,2024/09/16,to-read,to-read (#222),to-read,,,,0,0
32970441,Gastrophysics: The New Science of Eating,Charles Spence,"Spence, Charles",,"=""0735223467""","=""9780735223462""",0,3.53,Viking,Hardcover,336,2017,2017,,2024/09/04,to-read,to-read (#221),to-read,,,,0,0
56269269,This Thing Between Us,Gus Moreno,"Moreno, Gus",,"=""0374539235""","=""9780374539238""",0,3.71,FSG Adult,Paperback,272,2021,2021,,2024/09/02,to-read,to-read (#220),to-read,,,,0,0
42201850,The Need,Helen          Phillips,"Phillips, Helen",,"=""1982113162""","=""9781982113162""",0,3.15,S&S/ Marysue Rucci Books,Hardcover,272,2019,2019,,2024/09/02,to-read,to-read (#219),to-read,,,,0,0
51648276,Drive Your Plow Over the Bones of the Dead,Olga Tokarczuk,"Tokarczuk, Olga","Antonia Lloyd-Jones, Beata Poźniak","=""""","=""""",0,3.95,Penguin Audio,Audible Audio,274,2019,2009,,2024/08/31,to-read,to-read (#218),to-read,,,,0,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",2,3.81,Scribner,Hardcover,96,1996,1952,,2021/05/03,,,read,,,,1,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",4,4.16,Vintage Books,Paperback,559,2004,1992,2021/05/24,2021/05/08,,,read,,,,1,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",3,4.22,"Little, Brown and Company",Hardcover,393,2018,2018,2021/05/06,2021/05/03,,,read,,,,1,0
44767458,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""059309932X""","=""9780593099322""",2,4.28,Ace,Hardcover,658,2019,1965,,2021/04/30,,,read,,,,1,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",2,4.22,Bloomsbury,Hardcover,272,2020,2020,2022/07/19,2021/06/02,,,read,,,,1,0
54120408,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""059331817X""","=""9780593318171""",2,3.74,Alfred A. Knopf,Hardcover,303,2021,2021,2023/01/04,2022/12/22,,,read,,,,1,0
20892444,The Cloven Viscount,Italo Calvino,"Calvino, Italo",Archibald Colquhoun,"=""""","=""""",3,3.82,Eamon Dolan/Houghton Mifflin Harcourt,ebook,106,2012,1952,2023/02/01,2023/02/01,,,read,,,,1,0
144086081,A Man's Place,Annie Ernaux,"Ernaux, Annie","Tanya Leslie, Francine Prose","=""1609804031""","=""9781609804039""",3,3.88,Seven Stories Press,Paperback,96,2023,1983,2023/11/18,2023/10/22,,,read,,,,1,0
34497,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060855924""","=""9780060855925""",3,3.99,Harper,Paperback,228,2005,1983,,2023/12/28,,,read,,,,1,0
386372,"Mort (Discworld, #4; Death, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0061020680""","=""9780061020681""",3,4.24,Harpertorch,Mass Market Paperback,243,2001,1987,2024/01/03,2023/12/28,,,read,,,,1,0
34484,"Small Gods (Discworld, #13)",Terry Pratchett,"Pratchett, Terry",,"=""0552152978""","=""9780552152976""",3,4.32,Corgi,Paperback,389,2005,1992,2024/06/17,2024/01/01,,,read,The ending of this book was way too similar to the ending of Come and See ,,,1,0
400354,"Men at Arms (Discworld, #15; City Watch, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0061092193""","=""9780061092190""",4,4.41,HarperPrism,Mass Market Paperback,377,2003,1993,2024/08/28,2024/08/08,,,read,,,,1,0
581720,The Passion of New Eve,Angela Carter,"Carter, Angela",,"=""0860683419""","=""9780860683414""",0,3.67,Virago,Paperback,187,1992,1977,,2024/08/18,to-read,to-read (#217),to-read,,,,0,0
330384,Natural Symbols: Explorations in Cosmology,Mary Douglas,"Douglas, Mary",,"=""0415138264""","=""9780415138260""",0,3.91,Routledge,Paperback,224,1996,1970,,2024/08/18,to-read,to-read (#216),to-read,,,,0,0
332138,After Virtue,Alasdair MacIntyre,"MacIntyre, Alasdair",,"=""0268006113""","=""9780268006112""",0,4.18,University of Notre Dame Press,Paperback,304,1984,1982,,2024/08/16,to-read,to-read (#215),to-read,,,,0,0
823,"Quicksilver (The Baroque Cycle, #1)",Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,3.93,HarperCollins Perennial,Paperback,927,2004,2003,,2024/08/16,to-read,to-read (#214),to-read,,,,0,0
64216,"Guards! Guards! (Discworld, #8; City Watch, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0061020648""","=""9780061020643""",4,4.34,HarperTorch,Mass Market Paperback,376,2001,1989,2024/08/07,2024/07/15,,,read,,,,1,0
58544,Snopes,William Faulkner,"Faulkner, William",George Garrett,"=""0679600922""","=""9780679600923""",0,4.37,Modern Library,Hardcover,1072,1994,1959,,2024/08/06,to-read,to-read (#213),to-read,,,,0,0
49540,Les Liaisons dangereuses,Pierre Choderlos de Laclos,"Laclos, Pierre Choderlos de",Douglas Parmée,"=""0192838679""","=""9780192838674""",0,4.05,Oxford University Press,Paperback,402,1999,1782,,2024/08/04,to-read,to-read (#212),to-read,,,,0,0
330244,The Member of the Wedding,Carson McCullers,"McCullers, Carson",,"=""0618492399""","=""9780618492398""",0,3.81,Mariner Books,Paperback,163,2004,1946,,2024/07/31,to-read,to-read (#211),to-read,,,,0,0
150779155,"The Invention of Prehistory: Empire, Violence, and Our Obsession with Human Origins",Stefanos Geroulanos,"Geroulanos, Stefanos",,"=""1324091452""","=""9781324091455""",0,3.74,Liveright,Hardcover,512,2024,2024,,2024/07/27,to-read,to-read (#210),to-read,,,,0,0
59693959,Lapvona,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""""","=""""",0,3.54,Penguin Press,Kindle Edition,313,2022,2022,,2022/04/08,to-read,to-read (#91),to-read,,,,0,0
63903384,Of Cattle and Men,Ana Paula Maia,"Maia, Ana Paula",Zoë Perry,"=""1913867498""","=""9781913867492""",0,3.92,Charco Press,Paperback,99,2023,2013,,2024/01/18,to-read,to-read (#185),to-read,,,,0,0
30375706,Things We Lost in the Fire,Mariana Enríquez,"Enríquez, Mariana",,"=""045149511X""","=""9780451495112""",0,4.05,Hogarth,Hardcover,192,2017,2016,,2024/07/23,to-read,to-read (#209),to-read,,,,0,0
17286683,Men We Reaped: A Memoir,Jesmyn Ward,"Ward, Jesmyn",,"=""160819521X""","=""9781608195213""",0,4.30,Bloomsbury USA,Hardcover,256,2013,2013,,2024/07/23,to-read,to-read (#208),to-read,,,,0,0
58730652,Paradais,Fernanda Melchor,"Melchor, Fernanda",Sophie Hughes,"=""1913097870""","=""9781913097875""",4,3.62,Fitzcarraldo Editions,Paperback,118,2022,2021,2024/07/22,2024/07/20,,,read,,,,1,0
59350636,"The Wolf Age: The Vikings, the Anglo-Saxons and the Battle for the North Sea Empire",Tore Skeie,"Skeie, Tore",Alison McCullough,"=""1782276475""","=""9781782276470""",0,4.18,Pushkin Press,Hardcover,384,2021,2018,,2024/07/20,to-read,to-read (#207),to-read,,,,0,0
88077,The Magic Mountain,Thomas Mann,"Mann, Thomas",John E. Woods,"=""""","=""9780593688137""",0,4.13,Vintage,Kindle Edition,706,1996,1924,,2024/07/19,to-read,to-read (#206),to-read,,,,0,0
61030740,Edible Economics: A Hungry Economist Explains the World,Ha-Joon Chang,"Chang, Ha-Joon",,"=""1541700546""","=""9781541700543""",0,3.83,PublicAffairs,Hardcover,224,2023,2022,,2024/07/16,to-read,to-read (#205),to-read,,,,0,0
1032019,Bad Samaritans: The Myth of Free Trade and the Secret History of Capitalism,Ha-Joon Chang,"Chang, Ha-Joon",,"=""1596913991""","=""9781596913998""",0,4.20,Bloomsbury Press,Hardcover,288,2007,2007,,2024/07/16,to-read,to-read (#204),to-read,,,,0,0
48002,"Thief of Time (Discworld, #26; Death, #5)",Terry Pratchett,"Pratchett, Terry",,"=""0061031321""","=""9780061031328""",4,4.28,HarperTorch,Paperback,378,2008,2001,2024/07/14,2024/06/22,,,read,,,,1,0
13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.01,,Paperback,183,2004,1968,,2024/07/12,to-read,to-read (#203),to-read,,,,0,0
6294,"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,"Jones, Diana Wynne",,"=""006441034X""","=""9780064410342""",0,4.29,Harper Trophy,Mass Market Paperback,329,2001,1986,,2024/07/08,to-read,to-read (#202),to-read,,,,0,0
33313,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,"Bourdain, Anthony",,"=""0060899220""","=""9780060899226""",0,4.18,Ecco/Harper Perennial,Paperback,312,2007,2000,,2024/06/30,to-read,to-read (#201),to-read,,,,0,0
43459657,"Silver in the Wood (The Greenhollow Duology, #1)",Emily  Tesh,"Tesh, Emily",,"=""1250229790""","=""9781250229793""",0,3.99,Tordotcom,Paperback,112,2019,2019,,2024/05/21,to-read,to-read (#200),to-read,,,,0,0
13107852,"Death and What Comes Next (Discworld, #10.5; Death, #1.5)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",0,4.11,The L-Space Web,ebook,1,2002,2002,2024/05/10,2024/04/19,,,read,,,,1,0
