Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
64217,"Pyramids (Discworld, #7)",Terry Pratchett,"Pratchett, Terry",,"=""0061020656""","=""9780061020650""",4,3.93,Harper,Paperback,341,2008,1989,2024/05/10,2024/04/19,,,read,,,,1,0
12259543,Uncivilisation: The Dark Mountain Manifesto,Paul Kingsnorth,"Kingsnorth, Paul",Dougald Hine,"=""""","=""""",0,4.27,,Paperback,20,2009,2009,,2024/05/09,to-read,to-read (#199),to-read,,,,0,0
27867517,Beast,Paul Kingsnorth,"Kingsnorth, Paul",,"=""0571322077""","=""9780571322077""",0,3.22,Faber & Faber,Hardcover,168,2016,2016,,2024/05/05,to-read,to-read (#198),to-read,,,,0,0
32781,War and the Iliad,Simone Weil,"Weil, Simone","Rachel Bespaloff, Mary McCarthy, Christopher E.G. Benfey, Hermann Broch","=""1590171454""","=""9781590171455""",0,4.08,New York Review Books,Paperback,121,2005,1940,,2024/04/23,to-read,to-read (#197),to-read,,,,0,0
141420,The Need for Roots: Prelude to a Declaration of Duties towards Mankind,Simone Weil,"Weil, Simone","Arthur Wills, T.S. Eliot","=""0415271029""","=""9780415271028""",0,4.00,Routledge,Paperback,320,2001,1949,,2024/04/23,to-read,to-read (#196),to-read,,,,0,0
46439,Gate of the Sun,Elias Khoury,"Khoury, Elias",Humphrey Davies,"=""0312426704""","=""9780312426705""",0,3.90,Picador,Paperback,544,2007,1998,,2024/04/21,to-read,to-read (#195),to-read,,,,0,0
34532,Hogfather,Terry Pratchett,"Pratchett, Terry",,"=""0552154288""","=""9780552154284""",5,4.26,Corgi,Paperback,448,2006,1996,2024/04/19,2024/03/20,,,read,,,,1,0
58587317,Picture Ecology: Art and Ecocriticism in Planetary Perspective,Karl Kusserow,"Kusserow, Karl","Alan C. Braddock, Maura Coughlin, Rachael Z Delue, T J Demos, Torres, Finis Dunaway, Stephen F Eisenman, Emily Gephart, De-Nin D Lee, Gregory P.A. Levine, Anne McClintock, James Nisbet, Andrew Patrizio, Sugata Ray, Greg M Thomas","=""0691236011""","=""9780691236018""",0,4.33,Princeton University Art Museum,Paperback,304,2021,,,2024/04/16,to-read,to-read (#194),to-read,,,,0,0
23876,Of Love and Other Demons,Gabriel García Márquez,"Márquez, Gabriel García",,"=""0517405091""","=""9780517405093""",0,3.95,Random House Value Publishing,Paperback,160,1999,1994,,2024/03/26,to-read,to-read (#193),to-read,,,,0,0
49247089,"Be Water, My Friend: The Teachings of Bruce Lee",Shannon Lee,"Lee, Shannon",,"=""1250206685""","=""9781250206688""",0,4.18,Flatiron Books,Hardcover,240,2020,2020,,2024/03/25,to-read,to-read (#192),to-read,,,,0,0
34502,"Soul Music (Discworld, #16; Death, #3)",Terry Pratchett,"Pratchett, Terry",,"=""057506689X""","=""9780575066892""",3,4.06,Gollancz,Hardcover,288,1999,1994,2024/03/20,2024/02/17,,,read,3.5 actually,,,1,0
211008,Sense and Nonsense: Evolutionary Perspectives on Human Behaviour,Kevin N. Laland,"Laland, Kevin N.",Gillian R. Brown,"=""0198508840""","=""9780198508847""",0,4.01,Oxford University Press,Hardcover,384,2002,2002,,2024/03/17,,,read,,,,1,0
17802065,Hyperobjects: Philosophy and Ecology after the End of the World,Timothy Morton,"Morton, Timothy",,"=""0816689237""","=""9780816689231""",0,3.78,University of Minnesota Press,Paperback,240,2013,2013,,2024/03/15,to-read,to-read (#191),to-read,,,,0,0
60707,A Month in the Country,J.L. Carr,"Carr, J.L.",Michael Holroyd,"=""0940322471""","=""9780940322479""",0,4.09,NYRB Classics,Paperback,160,2000,1980,,2024/03/15,to-read,to-read (#190),to-read,,,,0,0
177148776,It Lasts Forever and Then It's Over,Anne de Marcken,"Marcken, Anne de",,"=""0811237850""","=""9780811237857""",0,3.69,New Directions,Paperback,128,2024,2024,,2024/03/07,to-read,to-read (#189),to-read,,,,0,0
61028394,"Stone Will Answer: A Journey Guided by Craft, Myth and Geology",Beatrice Searle,"Searle, Beatrice",,"=""1787302555""","=""9781787302556""",0,3.98,Harvill Secker,Hardcover,352,2023,,,2024/02/24,to-read,to-read (#188),to-read,,,,0,0
13538952,Polpo: A Venetian Cookbook (Of Sorts),Russell  Norman,"Norman, Russell",Jenny Zarins,"=""1608199096""","=""9781608199099""",0,4.48,Bloomsbury USA,Hardcover,320,2012,2012,,2024/02/16,to-read,to-read (#187),to-read,,,,0,0
59779,The Castle of Crossed Destinies,Italo Calvino,"Calvino, Italo",,"=""""","=""""",2,3.45,Vintage Classics,Paperback,144,1997,1969,2024/02/15,2024/02/10,,,read,I don’t think I get it :( ,,,1,0
34517,"Reaper Man (Discworld, #11; Death, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0552152951""","=""9780552152952""",5,4.28,Corgi,Paperback,289,2005,1991,2024/02/08,2024/01/01,,,read,,,,1,0
1772910,White Nights,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Olga Shartse, Fyodor Dostoyevsky","=""""","=""""",0,4.08,,Paperback,82,1848,1848,,2024/01/22,to-read,to-read (#186),to-read,,,,0,0
797635,The Palace of Dreams,Ismail Kadare,"Kadare, Ismail",,"=""1559704160""","=""9781559704168""",0,3.95,Arcade Publishing,Paperback,208,1998,1981,,2024/01/17,to-read,to-read (#184),to-read,,,,0,0
49088809,Heroes of the Fourth Turning,Will Arbery,"Arbery, Will",,"=""""","=""""",0,4.06,,Paperback,146,2019,,,2024/01/02,to-read,to-read (#183),to-read,,,,0,0
22571687,"Moody Bitches: The Truth About the Drugs You're Taking, The Sleep You're Missing, The Sex You're Not Having, and What's Really Making You Crazy",Julie Holland,"Holland, Julie",,"=""1594205809""","=""9781594205804""",0,3.79,Penguin Press,Hardcover,432,2015,2015,,2023/12/13,to-read,to-read (#182),to-read,,,,0,0
60021469,How to Speak Whale: The Power and Wonder of Listening to Animals,Tom Mustill,"Mustill, Tom",,"=""1538739119""","=""9781538739112""",0,4.28,Grand Central Publishing,Hardcover,304,2022,2022,,2023/12/03,to-read,to-read (#181),to-read,,,,0,0
298381,Angels and Insects,A.S. Byatt,"Byatt, A.S.",,"=""0679751343""","=""9780679751342""",0,3.64,Knopf Doubleday Publishing Group,Paperback,352,1994,1992,,2023/11/25,to-read,to-read (#180),to-read,,,,0,0
123942,A Very Easy Death,Simone de Beauvoir,"Beauvoir, Simone de",,"=""0394728998""","=""9780394728995""",0,4.05,Pantheon,Paperback,112,1985,1964,,2023/11/22,to-read,to-read (#179),to-read,,,,0,0
22857228,"A History of Science, Magic and Belief: From Medieval to Early Modern Europe",Steven P. Marrone,"Marrone, Steven P.",,"=""1137029765""","=""9781137029768""",0,3.60,Palgrave Macmillan,Paperback,336,2014,2015,,2023/11/18,to-read,to-read (#178),to-read,,,,0,0
42380121,"Tell Them of Battles, Kings, and Elephants",Mathias Énard,"Énard, Mathias",Charlotte Mandell,"=""191069570X""","=""9781910695708""",0,3.86,Fitzcarraldo Editions,Kindle Edition,151,2018,2010,,2023/11/13,to-read,to-read (#177),to-read,,,,0,0
65923975,The Annual Banquet of the Gravediggers' Guild,Mathias Énard,"Énard, Mathias",Frank Wynne,"=""1804270598""","=""9781804270592""",0,3.60,Fitzcarraldo Editions,Paperback,496,2023,2020,,2023/11/13,to-read,to-read (#176),to-read,,,,0,0
6448772,"Quantum: Einstein, Bohr and the Great Debate About the Nature of Reality",Manjit Kumar,"Kumar, Manjit",,"=""1848310358""","=""9781848310353""",0,4.27,Icon Books,Paperback,448,2009,2007,,2023/11/02,to-read,to-read (#175),to-read,,,,0,0
61539,The Structure of Scientific Revolutions,Thomas S. Kuhn,"Kuhn, Thomas S.",,"=""0226458083""","=""9780226458083""",0,4.03,University of Chicago Press,Paperback,226,1996,1962,,2023/10/28,to-read,to-read (#174),to-read,,,,0,0
77661,"The Daughter of Time (Inspector Alan Grant, #5)",Josephine Tey,"Tey, Josephine",,"=""""","=""""",0,3.89,Scribner,Paperback,206,1995,1951,,2023/10/18,to-read,to-read (#173),to-read,,,,0,0
61089422,Yogurt & Whey: Recipes of an Iranian Immigrant Life,Homa Dashtaki,"Dashtaki, Homa",,"=""0393254534""","=""9780393254532""",0,4.06,W. W. Norton & Company,Hardcover,280,2023,,,2023/09/01,to-read,to-read (#172),to-read,,,,0,0
51660,Food of the Gods: The Search for the Original Tree of Knowledge,Terence McKenna,"McKenna, Terence",,"=""0553371304""","=""9780553371307""",0,4.13,Bantam Books (NY et al.),Paperback,311,1993,1992,,2023/09/01,to-read,to-read (#171),to-read,,,,0,0
123271227,The Bone Chests,Cat Jarman,"Jarman, Cat",,"=""0008447330""","=""9780008447335""",0,4.02,HarperCollins GB,Paperback,272,2023,2023,,2023/08/27,to-read,to-read (#170),to-read,,,,0,0
92009079,The Book at War: Libraries and Readers in an Age of Conflict,Andrew Pettegree,"Pettegree, Andrew",,"=""180081495X""","=""9781800814950""",0,3.78,Profile Books,Kindle Edition,480,2023,2023,,2023/08/27,to-read,to-read (#169),to-read,,,,0,0
59681443,The Work of Art in the Age of Mechanical Reproduction,Walter Benjamin,"Benjamin, Walter",,"=""1667156071""","=""9781667156071""",4,4.08,Lulu.com,Paperback,99,2021,1936,2022/01/09,2022/01/06,,,read,,,,1,0
17607,All About Love: New Visions,bell hooks,"hooks, bell",,"=""0688168442""","=""9780688168445""",2,4.02,William Morrow,Hardcover,240,1999,1999,2023/08/12,2023/05/24,,,read,,,,1,0
1051170,"The Three Ecologies (Continuum Impacts, 48)",Félix Guattari,"Guattari, Félix","Ian Pindar, Paul Sutton","=""0826480659""","=""9780826480651""",0,3.97,Continuum,Paperback,192,2005,1989,,2023/05/28,to-read,to-read (#168),to-read,,,,0,0
56347680,The Right to Sex: Feminism in the Twenty-First Century,Amia Srinivasan,"Srinivasan, Amia",,"=""0374721033""","=""9780374721039""",0,4.24,"Farrar, Straus and Giroux",Kindle Edition,241,2021,2021,,2023/05/24,to-read,to-read (#167),to-read,,,,0,0
81034,Heroes and Villains,Angela Carter,"Carter, Angela",,"=""0140234640""","=""9780140234640""",0,3.53,Penguin Publishing Group,Paperback,160,1991,1969,2023/05/04,2023/02/17,,,read,,,,1,0
57736032,Certain Artists (Certains),Joris-Karl Huysmans,"Huysmans, Joris-Karl",Brendan King,"=""191286861X""","=""9781912868612""",0,4.00,Dedalus Books,Paperback,256,2021,1889,,2022/03/24,to-read,to-read (#86),to-read,,,,0,0
68003672,Of Cabbages and Kimchi: A Practical Guide to the World of Fermented Food,James   Read,"Read, James",,"=""0241455014""","=""9780241455012""",0,4.63,Penguin,Kindle Edition,220,2023,,,2023/04/27,to-read,to-read (#166),to-read,,,,0,0
51964497,Latitudes of Longing,Shubhangi Swarup,"Swarup, Shubhangi",,"=""0593132556""","=""9780593132555""",0,3.77,One World,Hardcover,320,2020,2018,,2023/04/15,to-read,to-read (#165),to-read,,,,0,0
1419408,Sex in Human Loving,Eric Berne,"Berne, Eric",,"=""0140036571""","=""9780140036572""",0,3.64,Penguin Books Ltd,Paperback,272,1973,1970,,2023/04/09,to-read,to-read (#164),to-read,,,,0,0
14142,The Art of Loving,Erich Fromm,"Fromm, Erich",,"=""0061129739""","=""9780061129735""",0,4.00,Harper Perennial Modern Classics,Paperback,180,2006,1956,,2023/04/09,to-read,to-read (#163),to-read,,,,0,0
6952,Like Water for Chocolate,Laura Esquivel,"Esquivel, Laura","Carol Christensen, Thomas  Christensen","=""""","=""""",0,3.95,Black Swan,Paperback,222,1993,1989,,2023/04/07,to-read,to-read (#162),to-read,,,,0,0
22543491,Proteinaholic: How Our Obsession with Meat Is Killing Us and What We Can Do About It,Garth Davis,"Davis, Garth",,"=""0062279300""","=""9780062279309""",0,4.28,HarperOne,Hardcover,400,2015,2015,,2023/03/30,to-read,to-read (#161),to-read,,,,0,0
63027867,Manu: Recipes and Stories from My Brazil,Manoella Buffara,"Buffara, Manoella","Alex Atala, Dominique Crenn","=""183866629X""","=""9781838666293""",0,4.00,Phaidon Press,Hardcover,240,2023,,,2023/03/22,to-read,to-read (#160),to-read,,,,0,0
36436072,The Distance of the Moon,Italo Calvino,"Calvino, Italo",,"=""0241339103""","=""9780241339107""",5,3.86,Penguin Classics,Paperback,64,2018,1965,,2023/03/20,,,read,,,,1,0
18465930,Last Words from Montmartre,Qiu Miaojin,"Miaojin, Qiu",Ari Larissa Heinrich,"=""1590177258""","=""9781590177259""",0,3.85,NYRB Classics,Paperback,176,2014,1996,,2023/03/19,to-read,to-read (#159),to-read,,,,0,0
6759,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,"=""""","=""""",0,4.25,Back Bay Books,Paperback,1088,2005,1996,,2023/03/19,to-read,to-read (#158),to-read,,,,0,0
3125163,Monsters in the Sky (English and Italian Edition),Paolo Maffei,"Maffei, Paolo","Mirella Giacconi, Riccardo Giacconi","=""0262131536""","=""9780262131537""",0,4.22,Mit Pr,Hardcover,351,1980,1980,,2023/03/17,to-read,to-read (#157),to-read,,,,0,0
44788820,Savage Gods,Paul Kingsnorth,"Kingsnorth, Paul",,"=""1937512851""","=""9781937512859""",0,3.91,Two Dollar Radio,Paperback,142,2019,2019,,2023/03/09,to-read,to-read (#156),to-read,,,,0,0
36616102,Carmilla,J. Sheridan Le Fanu,"Fanu, J. Sheridan Le",,"=""1548367702""","=""9781548367701""",0,3.87,CreateSpace Independent Publishing Platform,Paperback,67,2017,1872,,2023/02/24,to-read,to-read (#155),to-read,,,,0,0
1048645,Private Peaceful,Michael Morpurgo,"Morpurgo, Michael",,"=""0439636485""","=""9780439636483""",0,4.15,Scholastic Press,Hardcover,208,2004,2003,,2023/02/23,,,read,,,,1,0
792161,"War Horse (War Horse, #1)",Michael Morpurgo,"Morpurgo, Michael",,"=""0439796636""","=""9780439796637""",0,4.15,Scholastic Press,Hardcover,165,2007,1982,,2023/02/23,,,read,,,,1,0
1948120,Born to Run,Michael Morpurgo,"Morpurgo, Michael",Michael Foreman,"=""0007230575""","=""9780007230570""",0,4.17,HarperCollins,Hardcover,240,2007,2007,,2023/02/23,,,read,,,,1,0
1523434,Toro! Toro!,Michael Morpurgo,"Morpurgo, Michael",Michael Foreman,"=""0007107188""","=""9780007107186""",0,3.67,HarperCollinsChildren’sBooks,Paperback,128,2007,2001,,2023/02/23,,,read,,,,1,0
1527413,The Amazing Story of Adolphus Tips,Michael Morpurgo,"Morpurgo, Michael",,"=""0007182465""","=""9780007182466""",0,4.05,HarperCollins,Paperback,190,2005,2005,,2023/02/23,,,read,,,,1,0
15047,The Passion,Jeanette Winterson,"Winterson, Jeanette",,"=""0802135226""","=""9780802135223""",0,4.11,Grove Press,Paperback,160,1997,1987,,2023/02/14,to-read,to-read (#153),to-read,,,,0,0
81026,The Magic Toyshop,Angela Carter,"Carter, Angela",,"=""0140256407""","=""9780140256406""",0,3.79,Penguin Books,Paperback,200,1996,1967,,2023/02/14,to-read,to-read (#154),to-read,,,,0,0
2213661,The Graveyard Book,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0060530928""","=""9780060530921""",0,4.16,HarperCollins,Hardcover,312,2008,2008,,2023/02/14,,,read,,,,1,0
15783514,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,"=""0062255657""","=""9780062255655""",0,4.02,William Morrow Books,Hardcover,181,2013,2013,,2023/02/14,,,read,,,,1,0
58446227,Sea of Tranquility,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0593321448""","=""9780593321447""",0,4.06,Knopf,Hardcover,259,2022,2022,,2023/02/12,to-read,to-read (#152),to-read,,,,0,0
332152,Roxana,Daniel Defoe,"Defoe, Daniel","John Mullan, David Blewett, Juanita McMahon","=""0192834592""","=""9780192834591""",0,3.42,Oxford University Press,Paperback,356,1998,1724,,2023/02/07,to-read,to-read (#151),to-read,,,,0,0
144185,The House of Medici: Its Rise and Fall,Christopher Hibbert,"Hibbert, Christopher",,"=""0688053394""","=""9780688053390""",0,3.87,William Morrow,Paperback,364,1999,1975,,2023/02/07,to-read,to-read (#150),to-read,,,,0,0
19380,Candide,Voltaire,"Voltaire, Voltaire","Rockwell Kent, Walter Jerrold, Don Hagen, Sara Gioacchino Corcos","=""0486266893""","=""9780486266893""",0,3.76,"Dover Publications, Incorporated",Paperback,129,1991,1759,,2023/02/06,to-read,to-read (#149),to-read,,,,0,0
28824416,The Colour Out of Space,H.P. Lovecraft,"Lovecraft, H.P.",,"=""1499527403""","=""""",0,4.04,CreateSpace Independent Publishing Platform,Paperback,146,2014,1927,,2023/02/01,to-read,to-read (#148),to-read,,,,0,0
272062,Valperga,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",,"=""0192832891""","=""9780192832894""",0,3.55,Oxford University Press,Paperback,462,2000,1823,,2023/01/02,to-read,to-read (#140),to-read,,,,0,0
10513,The Search for the Perfect Language,Umberto Eco,"Eco, Umberto",,"=""0006863787""","=""9780006863786""",0,3.96,Fontana Press,Paperback,400,1997,1993,,2023/01/17,to-read,to-read (#147),to-read,,,,0,0
9804,The Baron in the Trees,Italo Calvino,"Calvino, Italo","Archibald Colquhoun, Ana Goldstein","=""""","=""""",5,4.02,Mariner Books,Paperback,217,1977,1957,2023/01/16,2021/12/29,,,read,Tempted to catapult myself into space to find a sixth star for this book ,,,1,0
9811,Difficult Loves,Italo Calvino,"Calvino, Italo","William Weaver, Peggy Wright, Archibald Colquhoun","=""0156260557""","=""9780156260558""",0,3.91,Mariner Books,Paperback,300,1985,1958,,2023/01/10,to-read,to-read (#146),to-read,,,,0,0
23460877,The Iliad: A New Translation by Caroline Alexander,Homer,"Homer, Homer",Caroline Alexander,"=""0062046276""","=""9780062046277""",5,3.92,Ecco,Hardcover,558,2015,-800,,2021/04/30,,,read,,,,1,0
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Richard Howard,"=""0152023984""","=""9780152023980""",5,4.33,"Harcourt, Inc.",Hardcover,96,2000,1943,,2021/05/03,,,read,,,,1,0
210255,Against Nature,Joris-Karl Huysmans,"Huysmans, Joris-Karl","Patrick McGuiness, Robert Baldick","=""0140447636""","=""9780140447637""",5,3.80,Penguin Classics,Paperback,288,2004,1884,2022/06/14,2021/07/19,,,read,,,,1,0
18839,Orlando,Virginia Woolf,"Woolf, Virginia","Sandra M. Gilbert, Brenda Lyons","=""0141184272""","=""9780141184272""",5,3.87,Modern Classics,Paperback,336,2000,1928,,2021/04/30,,,read,,,,1,0
64652064,"Respect and Responsibility in Pacific Coast Indigenous Nations: The World Raven Makes (Studies in Human Ecology and Adaptation, 13)",E.N. Anderson,"Anderson, E.N.",Raymond Pierotti,"=""3031155858""","=""9783031155857""",0,0.0,Springer,Hardcover,330,2022,,,2023/01/09,to-read,to-read (#145),to-read,,,,0,0
6002015,"The World Wolf Made: Indigenous Knowledge, Ecology, and Evolutionary Biology",Raymond Pierotti,"Pierotti, Raymond",,"=""0803211090""","=""9780803211094""",0,0.0,Univ of Nebraska Pr,Hardcover,376,2008,2008,,2023/01/09,to-read,to-read (#144),to-read,,,,0,0
13041992,"Indigenous Knowledge, Ecology, and Evolutionary Biology (Indigenous Peoples and Politics)",Raymond Pierotti,"Pierotti, Raymond",,"=""""","=""""",0,4.12,,Kindle Edition,281,,2010,,2023/01/09,to-read,to-read (#143),to-read,,,,0,0
470799,The Night Life of Trees,Bhajju Shyam,"Shyam, Bhajju","Ram Singh Urveti, Durga Bai","=""8186211926""","=""9788186211922""",4,4.54,Tara Books,Hardcover,48,2006,2006,2023/01/05,2023/01/04,,,read,,,,1,0
57693639,Pure Colour,Sheila Heti,"Heti, Sheila",,"=""0374603944""","=""9780374603946""",0,3.43,"Farrar, Straus and Giroux",Hardcover,224,2022,2022,,2023/01/04,to-read,to-read (#142),to-read,,,,0,0
40864002,"A Psalm for the Wild-Built (Monk & Robot, #1)",Becky Chambers,"Chambers, Becky",,"=""""","=""""",0,4.23,Tordotcom,ebook,151,2021,2021,,2023/01/04,to-read,to-read (#141),to-read,,,,0,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",0,4.03,Vintage International,Paperback,123,1989,1942,,2021/12/29,to-read,to-read (#51),to-read,,,,0,0
28587584,Time Travel: A History,James Gleick,"Gleick, James",,"=""0307908801""","=""9780307908803""",0,3.58,Pantheon,ebook,304,2016,2016,,2022/12/28,to-read,to-read (#139),to-read,,,,0,0
351888,A HISTORY OF INDIAN PHILOSOPHY - VOLUME I,surendranath-dasgupta,"surendranath-dasgupta, surendranath-dasgupta",,"=""8120804120""","=""9788120804128""",0,3.87,Motilal Banarsidass Publishers,Hardcover,,2010,1922,,2022/12/26,to-read,to-read (#138),to-read,,,,0,0
9809,Invisible Cities,Italo Calvino,"Calvino, Italo",William Weaver,"=""0156453800""","=""9780156453806""",5,4.10,Harcourt,Paperback,165,1974,1972,2022/12/22,2022/12/11,,,read,,,,1,0
59780,Cosmicomics,Italo Calvino,"Calvino, Italo",William Weaver,"=""0156226006""","=""9780156226004""",0,4.15,Mariner Books,Paperback,153,1976,1965,,2022/12/18,to-read,to-read (#137),to-read,,,,0,0
322067,"Soldier of the Mist (Latro, #1)",Gene Wolfe,"Wolfe, Gene",,"=""0812558154""","=""9780812558159""",0,3.95,Tor Books,Paperback,335,1987,1986,,2022/12/18,to-read,to-read (#136),to-read,,,,0,0
51019,Cat’s Eye,Margaret Atwood,"Atwood, Margaret",,"=""0385491026""","=""9780385491020""",0,3.95,Anchor,Paperback,462,1998,1988,,2022/12/17,to-read,to-read (#135),to-read,,,,0,0
41826078,The Mathematics of the Gods and the Algorithms of Men: A Cultural History,Paolo Zellini,"Zellini, Paolo",,"=""0241312175""","=""9780241312179""",0,3.13,Allen Lane,Hardcover,256,2020,2016,,2022/12/14,to-read,to-read (#134),to-read,,,,0,0
53993435,There Are Places in the World Where Rules Are Less Important Than Kindness,Carlo Rovelli,"Rovelli, Carlo","Erica Segre, Simon Carnell","=""""","=""""",0,4.03,Penguin,Kindle Edition,224,2020,2018,,2022/12/09,to-read,to-read (#133),to-read,,,,0,0
203326,Bergsonism,Gilles Deleuze,"Deleuze, Gilles","Hugh Tomlinson, Barbara Habberjam","=""0942299078""","=""9780942299076""",0,4.13,Zone Books,Paperback,144,1990,1966,,2022/12/07,to-read,to-read (#132),to-read,,,,0,0
208050,An Introduction to Metaphysics,Henri Bergson,"Bergson, Henri","T.E. Hulme, Thomas A. Goudge","=""087220474X""","=""9780872204744""",5,3.88,"Hackett Publishing Company, Inc.",Paperback,64,1999,1903,,2022/12/03,,,read,,,,1,0
18765,"I, Claudius (Claudius, #1)",Robert Graves,"Graves, Robert",,"=""067972477X""","=""9780679724773""",0,4.24,Vintage,Paperback,469,1989,1934,,2022/10/12,to-read,to-read (#131),to-read,,,,0,0
23500546,"The Physicist and the Philosopher: Einstein, Bergson, and the Debate that Changed Our Understanding of Time",Jimena Canales,"Canales, Jimena",,"=""0691165343""","=""9780691165349""",0,3.60,Princeton University Press,Hardcover,488,2015,2015,,2022/10/10,to-read,to-read (#130),to-read,,,,0,0
1029413,Lumen (Early Classics Of Science Fiction),Camille Flammarion,"Flammarion, Camille",Brian M. Stableford,"=""0819565687""","=""9780819565686""",0,4.10,Wesleyan University Press,Paperback,200,2002,1872,,2022/10/10,to-read,to-read (#129),to-read,,,,0,0
53328405,Love Letters: Virginia Woolf and Vita Sackville-West,Virginia Woolf,"Woolf, Virginia","Vita Sackville-West, Alison Bechdel","=""1784876720""","=""9781784876722""",0,4.47,Vintage Classics,Paperback,280,2021,1926,,2022/08/19,to-read,to-read (#128),to-read,,,,0,0
275350,Gigi and The Cat,Colette,"Colette, Colette",,"=""""","=""""",0,3.63,Vintage,Paperback,157,2001,1944,,2022/08/19,to-read,to-read (#127),to-read,,,,0,0
393199,Down and Out in Paris and London,George Orwell,"Orwell, George",,"=""015626224X""","=""9780156262248""",0,4.09,Mariner Books,Paperback,213,1972,1933,,2022/08/14,to-read,to-read (#126),to-read,,,,0,0
110457,Nadja,André Breton,"Breton, André",Richard Howard,"=""0802150268""","=""9780802150264""",0,3.54,Grove Press,Paperback,160,1994,1928,,2022/08/14,to-read,to-read (#125),to-read,,,,0,0
1124178,Beast and Man,Mary Midgley,"Midgley, Mary",,"=""0415289874""","=""9780415289870""",0,4.02,Routledge,Paperback,366,2002,1978,2022/08/09,2022/05/04,,,read,,,,1,0
1789026,"Dostoevsky, Kierkegaard, Nietzsche and Kafka",William Hubben,"Hubben, William",,"=""0020657501""","=""9780020657507""",3,3.58,Collier Books ,Paperback,188,1962,1952,2022/08/03,2022/07/23,,,read,,,,1,0
142492,Vile Bodies,Evelyn Waugh,"Waugh, Evelyn",,"=""0316926116""","=""9780316926119""",0,3.72,Back Bay Books,Paperback,322,1999,1930,,2022/07/27,to-read,to-read (#124),to-read,,,,0,0
15798211,The Last Quarter of the Moon,Chi Zijian,"Zijian, Chi",,"=""1846554810""","=""9781846554810""",0,4.09,Harvill Secker,Hardcover,304,2013,2005,,2022/07/27,to-read,to-read (#123),to-read,,,,0,0
9877003,Alex's Adventures in Numberland,Alex Bellos,"Bellos, Alex",,"=""1526623994""","=""""",0,4.11,Bloomsbury,Kindle Edition,449,2010,2010,,2022/07/24,to-read,to-read (#122),to-read,,,,0,0
168414,The Myths We Live By,Mary Midgley,"Midgley, Mary",,"=""0415340772""","=""9780415340779""",0,3.76,Routledge,Paperback,208,2004,2003,,2022/05/04,"to-read, gifts-for-me-buy-me-books","to-read (#98), gifts-for-me-buy-me-books (#2)",to-read,,,,0,0
865540,Matter and Memory,Henri Bergson,"Bergson, Henri","N.M. Paul, W.S. Palmer","=""0942299051""","=""9780942299052""",0,4.11,Zone Books (NYC),Paperback,284,1990,1896,,2022/05/15,"to-read, gifts-for-me-buy-me-books","to-read (#103), gifts-for-me-buy-me-books (#1)",to-read,,,,0,0
3374076,Bonsai,Alejandro Zambra,"Zambra, Alejandro",Carolina De Robertis,"=""193363362X""","=""9781933633626""",0,3.70,Melville House,Paperback,83,2008,2006,,2022/07/16,to-read,to-read (#121),to-read,,,,0,0
11989,The Plague,Albert Camus,"Camus, Albert",Stuart Gilbert,"=""""","=""""",4,4.02,Vintage International,Paperback,308,1991,1947,2022/07/13,2021/06/03,,,read,,,,1,0
25658482,At the Existentialist Café,Sarah Bakewell,"Bakewell, Sarah",,"=""0701186585""","=""9780701186586""",0,4.24,Chatto & Windus,Hardcover,440,2016,2016,,2022/07/05,to-read,to-read (#120),to-read,,,,0,0
333538,The Castle,Franz Kafka,"Kafka, Franz",Mark Harman,"=""0805211063""","=""9780805211061""",0,3.92,Schocken,Paperback,328,1998,1926,,2022/07/03,to-read,to-read (#119),to-read,,,,0,0
45300567,The Maidens,Alex Michaelides,"Michaelides, Alex",,"=""1250304458""","=""9781250304452""",0,3.62,Celadon Books,Hardcover,337,2021,2021,,2022/07/01,to-read,to-read (#118),to-read,,,,0,0
565355,Dionysus: Myth and Cult,Walter F. Otto,"Otto, Walter F.",,"=""0253208912""","=""9780253208910""",0,4.18,Indiana University Press,Paperback,288,1995,1933,,2022/06/26,to-read,to-read (#117),to-read,,,,0,0
30753841,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,"Nosrat, Samin","Wendy MacNaughton, Michael Pollan","=""1476753830""","=""9781476753836""",5,4.40,Simon and Schuster,Hardcover,480,2017,2017,,2022/06/26,,,read,,,,1,0
45892263,Indelicacy,Amina Cain,"Cain, Amina",,"=""0374148376""","=""9780374148379""",0,3.58,"Farrar, Straus and Giroux",Hardcover,176,2020,2020,,2022/06/26,to-read,to-read (#116),to-read,,,,0,0
